288,143,35,42
289,143,35,42
291,142,35,42
292,142,35,42
294,141,35,42
295,140,35,42
294,140,35,42
296,140,35,42
296,141,35,42
297,142,35,42
296,142,35,42
297,143,35,42
295,143,35,42
294,142,35,42
295,142,35,42
295,143,35,42
295,143,35,42
294,143,35,42
295,144,35,42
294,145,35,42
295,146,35,42
293,147,35,42
292,148,35,42
292,148,35,42
291,149,35,42
290,149,35,42
291,149,35,42
289,150,35,42
289,150,35,42
288,150,35,42
289,150,35,42
289,150,35,42
289,150,35,42
289,149,35,42
290,148,35,42
291,148,35,42
291,148,35,42
291,148,35,42
291,148,35,42
291,148,35,42
292,148,35,42
293,148,35,42
291,148,35,42
292,148,35,42
293,147,35,42
291,148,35,42
290,149,35,42
290,149,35,42
289,150,35,42
288,151,35,42
289,151,35,42
288,151,35,42
288,151,35,42
288,152,35,42
288,152,35,42
288,153,35,42
287,154,35,42
286,155,35,42
288,155,35,42
288,155,35,42
288,155,35,42
288,155,35,42
288,155,35,42
289,154,35,42
289,154,35,42
290,154,35,42
292,154,35,42
292,154,35,42
293,155,35,42
294,155,35,42
296,156,35,42
299,157,35,42
300,157,35,42
304,159,35,42
308,162,35,42
311,167,35,42
312,173,35,42
314,179,35,42
315,185,35,42
315,191,35,42
315,196,35,42
313,199,35,42
310,202,35,42
308,204,35,42
303,204,35,42
297,203,35,42
293,199,35,42
289,193,35,42
285,185,35,42
282,175,35,42
280,163,35,42
280,153,35,42
280,145,35,42
281,139,35,42
281,134,35,42
283,131,35,42
284,130,35,42
287,132,35,42
289,136,35,42
290,143,35,42
293,151,35,42
295,162,35,42
297,174,35,42
298,186,35,42
299,194,35,42
298,199,35,42
296,200,35,42
292,197,35,42
285,190,35,42
277,182,35,42
270,174,35,42
263,167,35,42
254,163,35,42
248,161,35,42
243,161,35,42
238,162,35,42
236,164,35,42
235,168,35,42
235,173,35,42
237,177,35,42
240,179,35,42
246,177,35,42
252,171,35,42
260,163,35,42
269,155,35,42
277,150,35,42
285,147,35,42
291,145,35,42
297,145,35,42
303,146,35,42
309,149,35,42
314,154,35,42
319,161,35,42
321,171,35,42
323,181,35,42
323,188,35,42
322,192,35,42
320,194,35,42
317,193,35,42
312,188,35,42
308,181,35,42
303,173,35,42
298,163,35,42
294,155,35,42
289,149,35,42
284,145,35,42
281,143,35,42
276,144,35,42
274,146,35,42
271,151,35,42
269,157,35,42
268,165,35,42
268,170,35,42
267,173,35,42
264,173,35,42
264,172,35,42
263,170,35,42
260,167,35,42
258,163,35,42
255,159,35,42
253,156,35,42
253,155,35,42
255,155,35,42
258,157,35,42
260,161,35,42
261,166,35,42
261,172,35,42
262,179,35,42
264,186,35,42
265,191,35,42
265,192,35,42
264,190,35,42
264,184,35,42
264,176,35,42
265,170,35,42
266,166,35,42
270,163,35,42
275,162,35,42
280,162,35,42
288,163,35,42
295,166,35,42
301,169,35,42
306,172,35,42
310,173,35,42
311,172,35,42
309,172,35,42
306,172,35,42
302,173,35,42
298,176,35,42
295,182,35,42
292,189,35,42
291,196,35,42
286,203,35,42
281,207,35,42
273,208,35,42
266,204,35,42
262,197,35,42
261,188,35,42
262,180,35,42
267,174,35,42
273,171,35,42
281,171,35,42
289,174,35,42
297,179,35,42
304,187,35,42
310,194,35,42
311,199,35,42
309,202,35,42
306,204,35,42
303,203,35,42
296,199,35,42
289,193,35,42
279,188,35,42
271,185,35,42
264,184,35,42
261,185,35,42
258,187,35,42
258,190,35,42
259,191,35,42
262,189,35,42
267,184,35,42
272,178,35,42
278,175,35,42
281,175,35,42
281,178,35,42
281,180,35,42
281,183,35,42
282,185,35,42
282,185,35,42
279,184,35,42
275,179,35,42
272,172,35,42
268,165,35,42
262,159,35,42
257,155,35,42
252,154,35,42
250,155,35,42
247,157,35,42
243,160,35,42
240,164,35,42
238,170,35,42
237,175,35,42
238,176,35,42
241,175,35,42
243,172,35,42
247,166,35,42
251,160,35,42
257,156,35,42
263,154,35,42
269,152,35,42
275,152,35,42
279,152,35,42
282,151,35,42
283,153,35,42
280,156,35,42
277,157,35,42
272,154,35,42
267,149,35,42
260,142,35,42
256,136,35,42
249,132,35,42
238,130,35,42
228,132,35,42
211,141,35,42
192,151,35,42
179,162,35,42
167,177,35,42
160,190,35,42
163,197,35,42
163,204,35,42
164,208,35,42
166,204,35,42
168,199,35,42
169,193,35,42
172,186,35,42
178,181,35,42
183,179,35,42
187,180,35,42
192,184,35,42
196,189,35,42
198,194,35,42
199,199,35,42
202,204,35,42
209,210,35,42
209,215,35,42
204,221,35,42
200,224,35,42
198,222,35,42
199,217,35,42
199,211,35,42
199,208,35,42
199,207,35,42
202,208,35,42
203,211,35,42
200,215,35,42
201,220,35,42
200,223,35,42
200,223,35,42
199,220,35,42
198,213,35,42
200,206,35,42
200,200,35,42
200,196,35,42
198,195,35,42
197,195,35,42
196,196,35,42
197,198,35,42
195,202,35,42
195,206,35,42
195,210,35,42
195,209,35,42
197,205,35,42
